text,label,f_score
"Imagem via We Heart It https://t.co/jqsXRQt8Yd #boy #funny #girl #K #mad #ok http://t.co/0tZwekjkvD
",0,0.9227933296757121
"Pare de tentar me fazer postar minha localização, twitter. Eu não quero postar minha localização. Pare.
",0,0.8608041761026325
"#Sopping #wet | #Squishing #mud #entre #toes ... || Bem, por que ... | #Natando em uma #mud #puddle
",0,0.6121139773333691
"Tive que brincar de w dogs ontem à noite! http://t.co/LuLEdNu8QA
",0,0.7892556167235445
"Esta não é a lua. Quadros como a lua são feitos de lâmpadas. #the #moon :) http://t.co/4oeU3FGv8o
",0,0.8045028408902278
"@ Vh1Supersonic @MAJORLAZER @Weojispeak #WatchOutForThis | Mantenha a linha
",0,0.6074582334114543
"Acho que vou comer as sobras do café da manhã DE NOVO, enquanto outros comem o urso preto .. #cuzididntwantgoodfood #verdade #com fome h
",1,0.6643570952525439
"Vomitar na manhã de Natal é minha maneira ideal de gastá-lo.
",1,0.77945547378485
"@kennisibueno Você realmente é meu filho.
",0,0.7368916645263004
"Nenhuma resposta sempre parece atrair resposta. O ! #aintnobodygottimeforthat
",1,0.6674970495549694
"@MatthewWRossi obter energia do vento é tão desatualizado e desagradável que deveríamos estar sugando diretamente do sol agora.
",1,0.7407164368553808
"Ganhe dinheiro postando e tweetando! | http: //t.co/2667mS1bHz || Comece em http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL
",0,0.6357452754009636
"O da nova academia JD está bem ao lado de um ""rolo de salsicha com salada, por favor"" Sayers 😳
",1,0.6941328152985676
"Atualizar! Punt an Ostrich? http://t.co/rtw7QI7n2V 2 de janeiro de 2015 via @ TheM3Blog
",0,0.7725679236405074
"último dia de aulas #trill exceto grito final
",1,0.7069316913337617
"FINALMENTE LEVADO Para o amor feminino #heartbroken 12 ~ 19 ~ 14
",1,0.477462724334206
"sempre posso contar com calouros para tornar a biblioteca barulhenta. OBRIGADO
",1,0.7843077060475049
"Dia 9 ""algo que você está lendo"" #decemberchallenge # lovehistory # lovenonfiction..✅ @ Our Cozy House http://t.co/zPXG1tou3o
",0,0.7226248653747193
"Leia em http://t.co/HbeAb2hklW a notícia '#Media #Struggle #to #Save #Obama, #the #Country'
",0,0.8608940819038724
"Ansioso para o ano novo: D
",0,0.6056621093714293
"Gostei de um vídeo do @YouTube http://t.co/Jzuvo7lsxW NOVO Análise da paleta de barras de chocolate | Semi Sweet vs. Original
",0,0.7286770297861069
"@erinava, desde que seja para fins de gosto, isso funciona para mim. Você gosta de alguma carne?
",0,0.495298254295074
"Não há nada melhor do que a sensação de ser amado 😒 lol nada 👍
",1,0.8390091468507471
"@ATVIAssist está finalmente aberto XD Eu usei um vídeo do youtube para me ajudar :) Muito obrigado;) http://t.co/gaZvpumBcD
",0,0.766185588111952
"Tentar aprender a andar de skate esta noite! 😎 # pennyboard #skate http://t.co/yPktQSLA7D
",1,0.7085146069026903
"Quando alguém em uma teleconferência fala sobre ""itens de limpeza"". Grrr.
",0,0.8051077935882534
"ah sim, isso foi muito engraçado também, @HondoLane @ brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @ RBRNetwork1
",0,0.7169915393225997
"@adamclanton, @LanceZierlein, espere ... sua conversa sobre Ferguson / estereotipagem é em áudio sobre uma criança que quer fazer coisas de ""rato de rua""?
",1,0.5863580787153487
"Ótimo, @mint agora tem anúncios pop-up. Exatamente o que desejo ao tentar acessar rapidamente as informações da conta.
",1,0.6998016857595722
"O playoff não deveria tornar esse processo mais fácil ?? #NCAA
",0,0.6028468304887066
"Você está animado com o novo #Blackberry #Classic #smartphone? Confira este artigo por @engadget: http://t.co/k4FId6DpR4
",0,0.9006782719929651
"Gosta de @TheOnion? Visite http://t.co/HJRCAwTQ6x para artigos e também ganhe um cachorro grátis !! 1 cachorro por visita, 6 cachorros no máximo #ATL
",0,0.7266801191344265
"Nada como o swing de 24 horas de volta a ser um caminhante diurno para fazer você se sentir como um milhão de dólares ... #shiftworkerlife
",1,0.8426803377341623
"Eu amo ver o que vocês têm
",1,0.5814952087665128
"a menos que ele tenha mudado @ laurarubin7 @Gumlegs @TheLexZane @ jerryjizzum753 @ 1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII
",0,0.6806721643416819
"@CBCToronto: Homem de Toronto encontra mulher com nome de ex-namorada para viagem gratuita ao redor do mundo Eu deveria ter mudado meu nome !!!!!
",0,0.7976548738410469
"Pelo menos acordei me sentindo bem melhor hoje ..
",1,0.870824262861511
"Por que é tão difícil para as pessoas cobrirem a boca quando tossem ?? Principalmente pessoas idosas! Wtf, não é uma cortesia comum? #coveryomouf #nasty
",0,0.7529033633733752
"Guru para os novatos, todos estão entrando nisso enquanto podem. Você precisa ver AGORA MESMO http://t.co/Sen6bOk78i
",0,0.6522270120911269
"3 horas de sono yay amando a vida
",1,0.7904245703251233
"@BestProAdvice @IntThings Mais limpo OU mais limpo, nunca mais limpo
",0,0.6755778759450342
"Fodido. no clima
",0,0.4489947943816244
"@CBCHereandNow Uau! Espero que Dione Taylor tenha sido aplaudido de pé por essa performance. Voz incrível.
",0,0.839756200862912
"Por @imjayded_ ""🔥🔥🔥 @ dipmag prepara-se para lançar sua próxima edição🔜 'Wifey Series' com #covermodels ... http://t.co/DQrKfjmYvL
",0,0.6487025775490487
"@JenWilliamsMEN @PolicyGMCVO ele capta tão bem o espírito da devolução
",1,0.7972648189292597
"@ Rockprincess818 @ texasfreedom101 O socialismo e o liberalismo progressistas devem levar a ideia de vítima para continuar.
",0,0.5985876941131025
"Eu adoro chuva congelante.
",1,0.6434454290160849
"@vikramchandra @ndtv #IndiawithPakistan, mas nunca pode ser o contrário
",1,0.7853284776951707
"Preparando alguns exemplos de respostas para o teste de ensaio qs para Digital Media com Google Drive, sou tão avançado tecnologicamente ..
",1,0.7270226941796085
"Eles #seram visto www.MonsterMMORPG. com desde então. essência por #MonsterMMORPG #darumaka
",0,0.6482503193994194
"25 Imagens históricas que normalizam #Breastfeeding http://t.co/6DiheIcMx0 via @buzzfeeders. Somos tão mais tolerantes agora ...
",1,0.7427864999998235
"Últimas notícias! RT @liverpool: Mario Balotelli não joga em equipe, de acordo com Adel Taarabt http://t.co/UB48QVWkEE
",1,0.7174240768033032
"O computador da biblioteca congelou novamente #shocker
",1,0.5230392376298939
"Por que os bebês estão constantemente doentes em todos os lugares. É como por que você não pode simplesmente manter a comida que você come na sua barriga e # no # chão
",0,0.7779757065932387
"@TorteDeLini Vou dar uma olhada. :-)
",0,0.4645428846550571
"Eu gosto de caras assustadores que me fazem perguntas aleatórias no swic
",1,0.6497211883852441
"bem, hoje vai ser um grande dia 👌
",1,0.7375245688302499
" RT @RumoursImADiva: sotaque de RumourIsImADad ...
",0,0.7078862008682036
"Ceeeeebz work, allow dat ting fam
",0,0.8387710023006175
"@danisnotonfire qual deles é mais perturbador, dan? Fazer cócegas em um elfo🍆 ou mordê-lo ... #philisinnocent 😁🔫 http://t.co/0cTCRH94DW
",1,0.7233645334685574
"Às vezes eu simplesmente não entendo nada | #stubborn http://t.co/nwhIEP4VWz
",0,0.6252416879803477
"Mas quem vender um maço de cigarros receberá pena de morte #EricGarner
",1,0.6227847671217248
"JLPT amanhã. Estou me sentindo vagamente confiante. Mas apenas vagamente.
",0,0.7095645086688324
"@Jaee_ThaPrince preciso de um lugar para o meu aniversário
",0,0.7686684324426959
"@ABitOfBlossom @DVATW @LBC Por ter representação sindical por décadas, o salário dos professores ainda é uma merda e é reduzido por dívidas.
",1,0.6696046034658999
"Música de Natal na escada mestre # DomingoFunday
",1,0.6296847882515941
"Bom dia a todos! || @LivingQWales @RightSurveyors @VTUK @JewelleryWeb @jbboats @shaunesden @cwconclub | http: //t.co/nJ1iOYg5Ex
",0,0.7310076367283124
"Assistir ao noticiário; ""oh, isso restaurou totalmente minha fé na humanidade.""
",1,0.5952395689845125
"@HikeTheGamer:. @ PlayStation @Xbox TUDO É INCRÍVEL !!!!!!!!!!!!!!!!!!!! :) http://t.co/A2lyi2bbDD
",1,0.6334023957702928
"@billdossett LOOL do cara com vários identificadores no Twitter
",1,0.61630333902994
"Agora que escrevi tudo que preciso saber, parece muito mais administrável.
",1,0.7400190442076259
"@jpanimages Está em exibição em algum momento na Ryerson?
",0,0.6410372621845779
"Hmm ... Scott Mitchell x Tony O'Shea ou Phil Taylor x Raymond van Barneveld ... que decisão difícil !!! #DartsWorldChampephone #PDC
",1,0.7835518638695405
"@ samcguigan544 Você não tem permissão para abrir isso até o dia de Natal!
",0,0.7843087981633237
"Você não está apenas amando a neve? #Stockport http://t.co/JhG0LxAun5
",1,0.8714754155227171
"@ SUP3RFRUIT Acho que ser gay é errado, é como se as pessoas escolhessem ser gays só para irritar o velho mágico que mora no céu
",1,0.7367454273290229
"# Parabéns ao #Hashemite #Reino de #Jordão sob a sábia liderança de #Seu #Majesty #King #Abdullah II no #Novo #Ano 2015!
",0,0.7751731603808886
"@panndder @MyLittleBloggie @bloisolson Como você ousa me acusar de ser um boomer.
",0,0.9244274501399541
"Mas é hora de enfrentar a verdade ... Eu nunca estarei com você
",0,0.8913303851085332
"Meu invólucro de pomba me disse para ser travesso, então se alguma coisa acontecer, essa é minha atribuição externa extenuante para culpar #psych
",1,0.7622380929278626
"Elevada popularidade do nome ""Spike"" no nome U.S. RT @randal_olson Baby. #dataviz Fonte: http://t.co/WAm4OzLfWo
",1,0.8733168756270338
"Buzinando para mim enquanto você dirige - tão romântico, que me faz querer rastreá-lo através da sua placa de número e estar com você para sempre
",1,0.8560553673717096
"O que é mais importante hoje não é a família ou a saúde, mas sim a ação na NBA.
",1,0.6888484836898834
"Acredite em Boegarts. RT @zvsanders: Os Red Sox devem realmente acreditar em Xander Boegarts como um SS se eles estão indo com um tema GB.
",0,0.874833452891419
"pelo menos ... eu tenho coluna, porque eu posso sentir a dor nas minhas costas. #thinkpositive |
",1,0.7261797739248006
"Eu literalmente terei que me mimar o dia todo amanhã e ficar louca com Julia e Raven na baía. #O que mais um cara poderia pedir
",0,0.6072063126488224
". @ ShawnaTova Computing, a Internet, os computadores pessoais e os smartphones foram todos inventados por aquela ""escória da lagoa"" @addictionguy
",1,0.6887979218131115
"Chefes do Sony Studio para os funcionários: Não se preocupe, estaremos bem http://t.co/YVvoiiwxTu Sei que me sentiria melhor. http://t.co/usu8Tlmo25
",1,0.6315793800378658
"@JCCFCanada afirma que o homem estava em paz, quando estava violando a orientação de RH. fazendo um argumento de liberdade de expressão sobre uma questão de RH.
",1,0.6227463581471331
"@ mrdahl87 Dizem que conversamos com o agente de Erv ... e os Anjos perguntaram sobre Ed Escobar ... isso dificilmente é nada;)
",1,0.6176920290453308
"@crystalluxmore eles podem ter certeza de que você os recomendará!
",1,0.6658804697846251
"Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints: sendo pago o suficiente para colocar ... http://t.co/4MXvFgslSC
",0,0.8983497279451962
"# 13CABS aparentemente esse cara só trabalha na cidade-aeroporto. Se não, jura e vai embora. Mesmo em um ponto de táxi #goodguy http://t.co/xZ0bXMZIhD
",1,0.5893179734911668
"@ nfullers98 Eu gostei .. Não me arrependo de nada que te fez sorrir ... Ha ha
",0,0.7638879654426297
"E tudo que eu quero fazer é tocar música e me preparar para minha viagem, mas meu ""segundo"" colega de quarto está dormindo e eu sofro por ser atencioso
",1,0.8098478774460943
"@hoplitnet O fato de os brancos serem propensos ao pensamento universal é, na verdade, racial por si só.
",1,0.7353670664788342
"Mal posso esperar para ver quantos pares de fones de ouvido beats aparecerão na academia depois do Natal
",1,0.9169264791819274
"Um tutorial de matemática é exatamente o que eu preciso agora #lol #struggle #uni
",1,0.7759599442333096
"Quem quer um duende de Natal tatuado neles? Essa é a merda mais idiota que eu já ouvi. #sorryimstoned #inkmasterfinale #inkmasterrivals
",0,0.8024529263495909
"As irmandades estão chateadas porque suas irmãs estão fazendo suas organizações parecerem ruins ou porque o mundo vê como algumas delas agem? #SororitySisters
",0,0.78348058460127
"@ShotofPatron #NoodleScene alguem? Ele era tão zen lá. . Oh! esperar! Mas #deadHenry e #bouncebackAnnie. Eu tola! Tudo faz sentido agora!
",1,0.8040838331521795
"Estou ficando animado com o México agora.
",1,0.8132465037853486
"@nadhirxx bem, o que posso dizer 👤
",0,0.7488418321529421
"Bem-vindo ao twitter @ orafa2 eu ​​mesmo n @SlimDandyMUFC r em nosso serviço como treinadores de twitter
",1,0.747937033204334
"Eu adoro correr com 3 horas de sono .. #ijustwannasleep 😕
",1,0.7922446383412823
"Você está brincando, isso é inaceitável http://t.co/Z9Ij5t2DI9
",0,0.7746207586319828
"Acontece que uma salsicha butty do burger king é apenas um hambúrguer. Realmente gostei de comer isso na metade das 8 da manhã. #feelshit
",1,0.6639046220178493
"É difícil levar a sério as pessoas que não sabem soletrar e pensar que a gramática é um tipo de cracker.
",0,0.656029987619398
"Jogando golfe o dia todo | #PerksOfBeingOld
",0,0.602362938453339
"Juntando minhas coisas em 2015 como ........ # 2015isthenewturnup #myboos #funtimes #makingmemories ... http://t.co/elqmUTDtwS
",0,0.7091504768182962
"adoro poder estar confortável no meu próprio quarto😃👍
",1,0.8658044454565338
"@mike_coogan Sky News diz que ""ele morreu"" como se tivesse caído morto no hospital lol - reportagem realmente honesta
",1,0.7545732679681099
"Uau, estou feliz por ter que circular por este tempo. ||
",1,0.3150701320905869
"paixonites são ótimas até você perceber que nunca estarão interessadas em você. : p
",1,0.7067202610643445
"Então você acha que anime é para crianças ... Diga-me novamente quantas vezes você viu Frozen #anime #is #para #kids #Frozen
",1,0.9212235802122811
"Massacre da escola de Peshawar: Pak deve saber que seu maior inimigo é o terrorismo, não a Índia. # Peshawarattack
",0,0.6442479891069175
"replurca uma oração católica: Senhor Jesus Cristo, Filho de Deus, tem piedade de mim, pecador! #Catholic #prayer http://t.co/SkDTy78y3k
",0,0.8502864739079888
"@sommelierkeith aww abençoe. Aproveite o seu descanso, baby, foi ótimo, obrigado .. Finalmente me recuperando disso. Como vai Ya tash? 😘
",0,0.6538210358823061
"Twig agora é ""Sprig"" - limite de 3 segundos na nova plataforma de vídeo social #techtalk #editorspick #sillyvine #Tr ... https://t.co/0DMkcXpYzq
",1,0.7904045243080658
" aceitável 2 horas para dirigir 30 milhas Cheshire-Manchester ontem. Powerhouse do norte?
",0,0.86138806984598
"#HybridCloud precisa de monitoramento híbrido ... monitore o Azure, além de aplicativos e dbs, de SCOM https://t.co/uJRpzYnY8y
",0,0.9255525534448621
"@Fleshframes mais minha memória é curta e eu apaguei todas as fotos que você compartilhou. Estrondo.
",1,0.7243284959103102
"Metade do mundo está morrendo de fome, a outra metade está lutando para perder peso! | #SickWorld
",1,0.9266617416776126
"@CarlosDenWA ótimo presente de Natal. Irreal o que a indústria do álcool fará para atrair os jovens. # sad # nosocialconscience
",1,0.7242701758370953
"@ kaist455 Oh, vamos. Dê a ela uma chance com seus guerreiros SNS dignos de confiança e seus seguidores naquele portal ""Uber-direita"".
",1,0.7676513791866786
"O longo trajeto para o trabalho; para este #KeyboardCowboy #anyonecancode @codeorg http://t.co/g6ZlQIdHm7
",0,0.9152996137352294
"Kyle não vai me deixar @ você? Mas sim, somos homens crescidos com carros velozes. Quem se importa rsrs. E traga para o meu quarto hooah? Vejo você em breve.
",0,0.7158250069894576
"@JustAnotherMo Agora, agora, o Islã é a ""religião da paz"" e somente os cristãos podem machucar alguém! Faça certo! D:
",1,0.8413965861583351
"Lembra quando eu corri 14 milhas com 90 minutos de sono neste verão? Eu tenho um dia de mais de 14 horas com cerca de duas horas de sono. Isso vai ser divertido.
",1,0.6764681898186774
"Canção do dia: ""The Lights and Buzz"" - Jack's Mannequin.
",0,0.8422122544922102
"Está começando a se parecer muito com o Natal! #timetodecorate #tistheseason http://t.co/3Mh7cRrZN0
",0,0.8529651462404326
"Bacon. Isso é tudo. Esse é o tweet.
",0,0.635660173630691
"Mal posso esperar pela minha consulta odontológica às 7h30 de amanhã! | Oh hora, por favor, passe rápido hoje! !
",1,0.5046067812193343
"@ZachSellsMagic Achei que tudo que as pessoas faziam para o feriado era transmitir cubo de férias o dia todo?!?!
",1,0.8403359011168677
"É incrível que em 'The Land of the Free' as pessoas estejam debatendo se deveríamos nos sentir seguros perto de nossa polícia.
",1,0.834850440455893
"Não há nada mais intimidante do que servir a um rapaz de 19 anos, esguio e chavvy, com acne e penugem na bunda. #Vergonhoso
",1,0.4354469295085746
"Wassup amigo .... como está tudo. .. irá procurar por você ""@EduMkareThaDj: @IamNickRwigi boss kupotea nayo..Acha hizo #notcool bro""
",0,0.8098806957413165
" #adanisJet lol @kapsology: Irony suicidou-se ao saltar do jato de Adani! #LoveJihad e #Gharwapsi órfãos! http://t.co/SmP0QQfHdD
",0,0.7858328358008755
"# 034i # 100 #Glitter #Inside #Just #Lamp #Of | RT: http://t.co/vqdSrYluKI http://t.co/FAJXkzU0FG
",0,0.7001446901135687
"dessa forma, as pessoas entendem as deficiências e não ficam olhando para nós com estranheza quando falamos sobre # IDPcD # deficiência
",0,0.5051028289437698
"Ficar acordado desde as 3 da manhã é sempre muito divertido
",1,0.3993315406543361
"Que fim de semana agitado
",1,0.37929263614310044
"Foda-se ficar com um pneu furado e meu carro morrendo voltando do trabalho às 5 da manhã. Graças a Deus pelos meus amigos. Ótima maneira de terminar / começar meu dia
",1,0.7032407080036434
"Porygon2 podem ser encontrados em www.monstermmorpg. com selvagem. #firemen siga @MonsterMMORPG #paint
",0,0.7021664022299756
"Aaaaaaaae estamos de volta ao pronto-socorro. Hooray para não dormir!
",1,0.6753122189028303
"Waa mockingjay parte 2 tahon Budap meh 20 de novembro de 2015 wtvr Noite no museu 3 # mustwatchb4decemberendssobssobs http://t.co/rAc6XdS56z
",0,0.7899614175035294
"Bem, é sempre um bom momento perder na Baía ... @ lylestor11 @ Lampi626 @ bubbs11214
",1,0.5731111884335847
"hacking burger king (13/07 e 13/11) foi o mais estranho e engraçado, definitivamente
",1,0.6594178902668307
"@ Vh1Supersonic Causa de todas as coisas na vida, isso parece estar em #Balance. | Música- Medicina, @ Vh1Supersonic - Doutor | #SuperDayLineUp
",0,0.5474425765900163
"Sempre pode #contar a mãe para transmitir #palavras de bondade. Principalmente em um dia especial! !!
",1,0.5962195523046101
"Tiger Woods agora é o embaixador global da marca Hero Group #brand #buzzfeed | Leia a história: | http: //t.co/ImJof1p8E5
",0,0.44774708760288845
"@salgovernale Não tem ideia do que você estava falando? Bem, isso é a primeira vez!
",1,0.4995363884916301
"Amém, isso se deve ao fato de eles terem respeito por si mesmos. http://t.co/vWIPkscXzV
",0,0.6441399164986922
" é apenas #um dos muitos serviços que ofereço a #pessoas que fazem # perguntas estúpidas.
",0,0.8371089087277565
"Reinicializamos o servidor, parece ok agora YEY! #facepalm #devops
",1,0.8059436400373038
"Eu mudei gazilion vezes a configuração #java para NÃO verificar se há atualizações. É bom que a cada cinco minutos me peça uma atualização!
",1,0.712505402009485
"Down or Not é baixo agora. Isso é para você http://t.co/f4WRhmHVLG
",1,0.7675050935666428
"@Wildsau tem que amar como as crianças são honestas. #saywhattheythink
",0,0.670893593209258
"Uau, eu realmente tenho a melhor sorte que o homem conhece 😅
",1,0.6912635261239165
"o ""2/3 = 75%"" também está entre os 10 melhores LOL @TimOwensby @ RBRNetwork1 @IndyEnigma @CalFreedomMom
",0,0.7578899313815622
"Hehehehe ""@ Trevoredgar86: @nealcol @LFC que pena""
",1,0.6618549638551897
"Por que não existe uma lenda do playoff, Romo? @EASPORTS_MUT
",1,0.8145638031335172
"@kobebryant você não vê o porquê de chamar os companheiros de equipe suave quando você não pratica há 2 semanas? #overpaid.
",1,0.7122479193216347
"@BeingPerry você soa como Jack Kerouac |
",1,0.7720950927878462
"Todos cheios de alegria natalina aqui
",1,0.33823407690200014
"Hoje é demais
",1,0.403616573361785
"@Crackmacs @OpChemtrails melhor estourar meu chapéu de alumínio !!!! #chemtrailsdontexist #growup
",1,0.7228540452548508
"Qual é a palavra correta para racismo (em relação aos brancos)? | Não existe. | #Racismo | #is || #good | # 4qualquer pessoa
",0,0.35449271009223776
"Acho que posso ser um artista #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN
",1,0.8741989474750026
"Os biscoitos de Jim ganharam, Nikki morreu, mas todo mundo precisa ir para @Zelomn para desfrutar dos doces incríveis de @Ben_Spangler! http://t.co/LCYax4wPc2
",0,0.8046757505164845
"@SR_Duncan, acho que você deveria dar uma olhada
",0,0.46372048984685915
"O último álbum de @GioneeIndia é gratuito. The Universe #SupersonicWithGionee #Mumbai
",0,0.6663067681230244
"@KimiNozoGuy @Alison_prime @SportzPunz @IvyTwisted @shitpostman Provavelmente pessoas como #FullMcIntosh que não compram jogos. #gamergate
",1,0.8760004015545039
"veja, isso PODE aparecer em uma verificação de antecedentes, e você será negado, é um problema 22 temos o direito à autoproteção @ serpentina66
",0,0.5708308450015812
"Torbay #Dementia #Action #Alliance: '#Living With Dementia, #Dying From It' - Peter JS Ashley
",0,0.9183901614054276
"@NiteshpandeyG @AamAadmiParty hahaha, você fala sobre políticas ... basta verificar a página de diálogo de Deli ... você é de outra gola lol
",0,0.5879912782551224
"@LR_Lam, você quer dizer ... não significa 'tanto ódio' ..? .... oh ..... orz
",0,0.7698939834096347
"A AAP disse que declarará o candidato do AK na última lista, mas declarou antes. Esta questão que afeta o PIB da Índia é denominada como U-Turn por BJP # AK4Delhi
",0,0.6889284091550454
"@ STLguy1 Oh, parece um ótimo plano. @ 6Strong8 @KingDSeals
",1,0.5328408718417358
"Estado de Ohio colocando #OnWisconsin ... Nenhuma correspondência.
",0,0.5964688613299919
"@JRBloomfield Essa é uma ideia muito melhor, na verdade.
",0,0.6651518117651773
"Oh ffs meu relógio biológico está f'd #wanttoleep
",0,0.6517993325577967
"Que boa maneira de começar o ano novo .. |
",1,0.7081787313289234
"@KelseyDPeterson @ Get_Merked22 Posso fazer seu login como meu convidado ....
",0,0.6567380190084268
"#WTF está acontecendo com essas crianças ??? Você está brincando comigo com isso?? #insulting #KnowYourHistory #WhoIsPaulMcCartney http://t.co/1tjgEdxm0k
",0,0.851513592655931
"MVP vai para Concordia Wifi.
",1,0.8060762762056821
"@Buster_ESPN eu vejo o que você fez lá
",0,0.8450396812930603
"Mas hey, 1 guia de estudo para química abaixo de 5 para ir
",0,0.7986963217177953
